2013 Tournament:
Batch,
0, 1, 3, 1, 3, 0, 
1, 2, 1, 3, 4, 4, 
2, 3, 4, 1, 2, 3, 
3, 1, 1, 1, 2, 1, 
4, 3, 0, 0, 2, 1, 
5, 4, 1, 0, 0, 3, 
6, 1, 2, 3, 6, 1, 
7, 6, 0, 1, 4, 5, 
8, 3, 1, 2, 2, 3, 
9, 0, 0, 3, 3, 5, 
10, 2, 2, 1, 3, 4, 
11, 1, 3, 2, 4, 3, 
12, 1, 0, 5, 3, 3, 
13, 1, 1, 2, 1, 4, 
14, 2, 2, 2, 4, 0, 
15, 3, 1, 1, 5, 0, 
16, 1, 0, 3, 3, 1, 
17, 2, 1, 0, 3, 2, 
18, 1, 1, 0, 1, 3, 
19, 1, 3, 1, 2, 0, 
20, 3, 2, 0, 2, 1, 
21, 0, 0, 2, 2, 2, 
22, 2, 3, 1, 2, 6, 
23, 1, 1, 4, 2, 1, 
24, 1, 1, 2, 6, 3, 
mean, 1.84, 1.36, 1.64, 2.84, 2.36
var, 1.8066666666666655, 1.323333333333333, 1.74, 2.1399999999999992, 2.9899999999999998

2014 Tournament:
Batch,
0, 1, 0, 0, 0, 1, 
1, 0, 1, 0, 1, 1, 
2, 1, 0, 0, 2, 0, 
3, 0, 1, 0, 0, 0, 
4, 0, 1, 0, 1, 0, 
5, 1, 0, 3, 0, 0, 
6, 0, 0, 1, 0, 0, 
7, 1, 2, 0, 0, 1, 
8, 1, 1, 0, 0, 1, 
9, 0, 0, 0, 0, 1, 
10, 0, 1, 0, 0, 1, 
11, 0, 2, 0, 0, 0, 
12, 0, 1, 0, 1, 0, 
13, 1, 0, 0, 0, 0, 
14, 0, 0, 0, 1, 1, 
15, 0, 0, 0, 0, 0, 
16, 0, 0, 0, 0, 0, 
17, 0, 1, 0, 1, 0, 
18, 1, 1, 0, 0, 1, 
19, 1, 0, 0, 0, 1, 
20, 0, 0, 0, 0, 0, 
21, 0, 0, 0, 0, 1, 
22, 0, 1, 0, 0, 1, 
23, 0, 0, 0, 0, 0, 
24, 0, 0, 1, 0, 0, 
mean, 0.32, 0.52, 0.2, 0.28, 0.44
var, 0.2266666666666666, 0.42666666666666675, 0.4166666666666661, 0.29333333333333345, 0.2566666666666667

2015 Tournament:
Batch,
0, 0, 0, 0, 0, 0, 
1, 0, 0, 0, 0, 0, 
2, 0, 0, 0, 0, 0, 
3, 0, 0, 0, 0, 0, 
4, 0, 0, 0, 0, 0, 
5, 0, 0, 0, 0, 0, 
6, 0, 0, 0, 0, 0, 
7, 0, 0, 0, 0, 0, 
8, 0, 0, 0, 0, 0, 
9, 0, 0, 0, 0, 0, 
10, 0, 0, 0, 0, 0, 
11, 0, 0, 0, 0, 0, 
12, 0, 0, 0, 0, 0, 
13, 0, 0, 0, 0, 0, 
14, 1, 0, 0, 0, 0, 
15, 0, 0, 1, 0, 0, 
16, 1, 0, 0, 0, 0, 
17, 0, 0, 0, 0, 0, 
18, 0, 0, 0, 0, 0, 
19, 1, 0, 0, 0, 0, 
20, 0, 0, 0, 0, 0, 
21, 0, 0, 0, 0, 0, 
22, 1, 0, 0, 0, 0, 
23, 0, 0, 0, 0, 0, 
24, 0, 0, 0, 0, 1, 
mean, 0.16, 0.0, 0.04, 0.0, 0.04
var, 0.13999999999999999, 0.0, 0.040000000000000015, 0.0, 0.04

2016 Tournament:
Batch,
0, 5, 5, 0, 1, 2, 
1, 1, 5, 0, 0, 1, 
2, 1, 4, 4, 0, 4, 
3, 0, 2, 0, 0, 1, 
4, 0, 2, 2, 0, 6, 
5, 2, 1, 1, 1, 2, 
6, 2, 3, 3, 2, 5, 
7, 1, 2, 2, 0, 0, 
8, 0, 0, 1, 0, 2, 
9, 1, 3, 2, 5, 3, 
10, 1, 2, 2, 1, 1, 
11, 2, 2, 0, 0, 0, 
12, 1, 3, 2, 1, 1, 
13, 0, 2, 3, 0, 2, 
14, 2, 2, 3, 1, 2, 
15, 1, 3, 0, 1, 2, 
16, 0, 2, 0, 1, 4, 
17, 2, 2, 1, 0, 0, 
18, 0, 3, 0, 1, 2, 
19, 1, 1, 2, 2, 0, 
20, 3, 2, 1, 2, 1, 
21, 3, 2, 2, 1, 3, 
22, 3, 4, 2, 0, 2, 
23, 2, 2, 1, 2, 5, 
24, 3, 5, 2, 3, 2, 
mean, 1.48, 2.56, 1.44, 1.0, 2.12
var, 1.593333333333333, 1.59, 1.3399999999999999, 1.4166666666666667, 2.693333333333333

2017 Tournament:
Batch,
0, 5, 9, 3, 4, 4, 
1, 8, 8, 8, 4, 6, 
2, 7, 5, 3, 4, 6, 
3, 7, 4, 8, 1, 11, 
4, 9, 7, 6, 5, 4, 
5, 8, 2, 3, 5, 8, 
6, 7, 3, 3, 3, 6, 
7, 5, 5, 5, 4, 9, 
8, 6, 6, 3, 4, 5, 
9, 6, 2, 3, 5, 3, 
10, 1, 4, 4, 5, 8, 
11, 7, 9, 1, 4, 3, 
12, 6, 7, 3, 2, 7, 
13, 7, 1, 2, 4, 7, 
14, 9, 6, 3, 3, 6, 
15, 4, 7, 2, 4, 6, 
16, 7, 5, 5, 7, 3, 
17, 6, 2, 2, 4, 11, 
18, 6, 2, 6, 4, 5, 
19, 2, 15, 4, 5, 12, 
20, 6, 5, 3, 8, 8, 
21, 8, 10, 4, 3, 4, 
22, 13, 8, 5, 4, 2, 
23, 7, 10, 3, 2, 4, 
24, 4, 6, 1, 4, 1, 
mean, 6.44, 5.92, 3.72, 4.08, 5.96
var, 5.506666666666667, 10.493333333333334, 3.3766666666666665, 2.076666666666666, 8.123333333333333

2018 Tournament:
Batch,
0, 2, 3, 2, 9, 7, 
1, 6, 5, 2, 7, 10, 
2, 3, 6, 3, 7, 8, 
3, 7, 7, 1, 10, 11, 
4, 1, 6, 4, 12, 7, 
5, 2, 4, 1, 8, 14, 
6, 4, 6, 3, 9, 14, 
7, 3, 5, 3, 8, 6, 
8, 3, 3, 2, 10, 14, 
9, 2, 4, 2, 10, 3, 
10, 3, 6, 0, 10, 9, 
11, 2, 5, 2, 13, 9, 
12, 2, 2, 1, 10, 8, 
13, 3, 5, 6, 10, 9, 
14, 4, 2, 2, 8, 11, 
15, 3, 10, 0, 9, 12, 
16, 6, 8, 1, 5, 16, 
17, 4, 7, 2, 12, 9, 
18, 4, 5, 6, 11, 9, 
19, 3, 4, 2, 8, 10, 
20, 4, 7, 0, 16, 13, 
