2013 Tournament:
Batch,
13, 1760, 1680, 1740, 1710, 1700, 
14, 1670, 1740, 1770, 1700, 1690, 
15, 1740, 1680, 1740, 1720, 1730, 
16, 1740, 1690, 1720, 1710, 1700, 
17, 1740, 1730, 1720, 1710, 1700, 
18, 1710, 1680, 1720, 1710, 1720, 
19, 1740, 1740, 1770, 1750, 1760, 
20, 1770, 1710, 1700, 1710, 1740, 
21, 1710, 1750, 1760, 1710, 1800, 
22, 1730, 1740, 1720, 1730, 1710, 
23, 1710, 1660, 1720, 1760, 1750, 
24, 1700, 1720, 1670, 1690, 1730, 

2018 Tournament:
Batch,
0, 1610, 1600, 1580, 1660, 1590, 
1, 1600, 1630, 1610, 1530, 1630, 
2, 1620, 1600, 1630, 1650, 1610, 
3, 1640, 1620, 1590, 1610, 1630, 
4, 1640, 1600, 1610, 1630, 1550, 
5, 1610, 1630, 1630, 1570, 1640, 
6, 1600, 1690, 1590, 1640, 1580, 
7, 1650, 1620, 1600, 1600, 1550, 
8, 1590, 1640, 1610, 1640, 1680, 
9, 1610, 1600, 1640, 1570, 1560, 
10, 1630, 1640, 1600, 1570, 1580, 
11, 1620, 1670, 1640, 1610, 1640, 
12, 1620, 1580, 1660, 1640, 1580, 
13, 1620, 1580, 1610, 1650, 1610, 
14, 1570, 1610, 1620, 1650, 1650, 
15, 1610, 1600, 1690, 1620, 1560, 
16, 1630, 1580, 1730, 1660, 1550, 
17, 1680, 1590, 1620, 1630, 1590, 
18, 1600, 1640, 1600, 1600, 1630, 
19, 1650, 1620, 1590, 1570, 1660, 
20, 1710, 1640, 1640, 1580, 1600, 
21, 1620, 1620, 1580, 1570, 1680, 
22, 1640, 1590, 1630, 1530, 1640, 
23, 1600, 1630, 1640, 1540, 1600, 
24, 1600, 1630, 1600, 1630, 1650, 

