RegionHex,Log-Likelihood,Likelihood
0x5fc5,-5.3414,0.004789161
0x7fc5,-5.3534,0.004732035
0x5fc4,-5.4454,0.004316113
0x7fc4,-5.4574,0.004264629
0x5fe5,-5.532,0.003958065
0x7fe5,-5.5439,0.003911243
0x4fc5,-5.6098,0.003661802
0x6fc5,-5.6218,0.003618123
0x5fe4,-5.636,0.003567108
0x7fe4,-5.6479,0.003524911
0x5fc7,-5.6618,0.003476254
0x7fc7,-5.6737,0.003435132
0x5ec5,-5.6784,0.003419025
0x7ec5,-5.6903,0.003378579
0x5bc5,-5.7076,0.003320633
0x4fc4,-5.7138,0.003300108
0x7bc5,-5.7196,0.003281023
0x6fc4,-5.7258,0.003260744
0x5ec4,-5.7823,0.00308162
0x7ec4,-5.7943,0.003044861
0x5bc4,-5.8116,0.002992638
0x7bc4,-5.8235,0.002957237
0x5fc6,-5.8265,0.002948378
0x7fc6,-5.8385,0.002913209
0x5fe7,-5.8523,0.002873283
0x5fd5,-5.8568,0.002860382
0x7fe7,-5.8643,0.00283901
0x7fd5,-5.8688,0.002826263
0x5ee5,-5.8689,0.00282598
0x7ee5,-5.8809,0.002792271
0x5be5,-5.8981,0.002744655
0x7be5,-5.9101,0.002711916
0x4fc7,-5.9302,0.00265795
0x6fc7,-5.9421,0.002626508
0x4ec5,-5.9468,0.002614193
0x6ec5,-5.9587,0.002583268
0x5fd4,-5.9608,0.002577849
0x7fd4,-5.9727,0.002547354
0x5ee4,-5.9729,0.002546845
0x4bc5,-5.976,0.002538962
0x7ee4,-5.9849,0.002516465
0x6bc5,-5.988,0.002508676
0x5ec7,-5.9987,0.002481977
0x5be4,-6.0021,0.002473552
0x7ec7,-6.0107,0.002452371
0x7be4,-6.0141,0.002444047
0x5fe6,-6.0171,0.002436726
0x5bc7,-6.0279,0.002410551
0x7fe6,-6.0291,0.00240766
0x7bc7,-6.0399,0.002381797
0x5ac5,-6.0445,0.002370866
0x5ff5,-6.0473,0.002364237
0x4ec4,-6.0508,0.002355976
0x7ac5,-6.0565,0.002342586
0x7ff5,-6.0593,0.002336036
0x6ec4,-6.0627,0.002328107
0x4bc4,-6.08,0.002288177
0x6bc4,-6.0919,0.002261109
0x4fc6,-6.095,0.00225411
0x6fc6,-6.1069,0.002227445
0x4fd5,-6.1252,0.002187054
0x6fd5,-6.1372,0.002160966
0x5ac4,-6.1485,0.002136684
0x5ff4,-6.1513,0.00213071
0x7ac4,-6.1605,0.002111197
0x7ff4,-6.1633,0.002105294
0x5ec6,-6.1635,0.002104873
0x7ec6,-6.1755,0.002079766
0x5ee7,-6.1893,0.002051262
0x5bc6,-6.1927,0.0020443
0x5ed5,-6.1937,0.002042256
0x7ee7,-6.2012,0.002026997
0x7bc6,-6.2047,0.002019915
0x7ed5,-6.2057,0.002017896
0x5be7,-6.2185,0.001992231
0x4fd4,-6.2292,0.001971028
0x7be7,-6.2304,0.001968664
0x5ae5,-6.2351,0.001959433
0x6fd4,-6.2411,0.001947712
0x7ae5,-6.2471,0.001936061
0x4ec7,-6.2671,0.001897724
0x6ec7,-6.2791,0.001875087
0x4bc7,-6.2963,0.001843112
0x5ed4,-6.2977,0.001840533
0x6bc7,-6.3083,0.001821127
0x7ed4,-6.3097,0.001818579
0x4ac5,-6.3129,0.001812769
0x6ac5,-6.3249,0.001791145
0x5ae4,-6.3391,0.001765891
0x7ae4,-6.351,0.001745001
0x5ee6,-6.3541,0.0017396
0x57e5,-6.356,0.001736298
0x5ac7,-6.3649,0.001720914
0x7ee6,-6.366,0.001719022
0x77e5,-6.3679,0.001715759
0x7ac7,-6.3768,0.001700556
0x5be6,-6.3833,0.001689538
0x5ef5,-6.3843,0.00168785
0x7be6,-6.3952,0.001669552
0x7ef5,-6.3963,0.001667716
0x4ac4,-6.4169,0.001633713
0x6ac4,-6.4289,0.001614226
0x4ec6,-6.4319,0.00160939
0x6ec6,-6.4439,0.001590193
0x57e4,-6.4599,0.001564952
0x4bc6,-6.4611,0.001563075
0x4ed5,-6.4621,0.001561513
0x77e4,-6.4719,0.001546285
0x6bc6,-6.4731,0.001544431
0x6ed5,-6.4741,0.001542887
0x5fcf,-6.4758,0.001540266
0x7fcf,-6.4877,0.001522046
0x5ef4,-6.4883,0.001521133
0x7ef4,-6.5002,0.001503139
0x5ac6,-6.5297,0.001459444
0x5fc0,-6.5336,0.001453763
0x7ac6,-6.5416,0.001442179
0x7fc0,-6.5456,0.001436422
0x5ae7,-6.5554,0.001422414
0x4ed4,-6.5661,0.001407275
0x7ae7,-6.5674,0.001405447
0x6ed4,-6.5781,0.001390489
0x4fe5,-6.5989,0.001361865
0x6fe5,-6.6108,0.001345755
0x4ac7,-6.6333,0.001315814
0x5fc1,-6.6376,0.001310168
0x5fce,-6.6406,0.001306243
0x6ac7,-6.6452,0.001300248
0x7fc1,-6.6496,0.00129454
0x7fce,-6.6525,0.001290791
0x5fef,-6.6663,0.001273101
0x57e7,-6.6763,0.001260433
0x7fef,-6.6783,0.001257915
0x77e7,-6.6883,0.001245398
0x56e5,-6.6929,0.001239682
0x4fe4,-6.7028,0.00122747
0x76e5,-6.7049,0.001224895
0x6fe4,-6.7148,0.001212829
0x5ae6,-6.7202,0.001206297
0x53e5,-6.7221,0.001204007
0x5fd7,-6.7268,0.001198362
0x7ae6,-6.7322,0.001191908
0x5bd5,-6.7326,0.001191431
0x73e5,-6.7341,0.001189645
0x7fd7,-6.7388,0.001184067
0x4fcf,-6.7442,0.00117769
0x7bd5,-6.7446,0.001177219
0x6fcf,-6.7561,0.001163759
0x56e4,-6.7969,0.001117233
0x4ac6,-6.7981,0.001115893
0x4fc0,-6.8021,0.001111439
0x76e4,-6.8088,0.001104017
0x6ac6,-6.81,0.001102693
0x6fc0,-6.814,0.001098291
0x5dd5,-6.8208,0.001090848
0x53e4,-6.8261,0.001085082
0x5fee,-6.8311,0.00107967
0x7dd5,-6.8328,0.001077836
0x5bd4,-6.8366,0.001073748
0x73e4,-6.8381,0.001072139
0x57e6,-6.8411,0.001068927
0x5bcf,-6.8419,0.001068072
0x7fee,-6.8431,0.001066791
0x7bd4,-6.8485,0.001061046
0x77e6,-6.853,0.001056282
0x7bcf,-6.8539,0.001055332
0x5ec0,-6.8706,0.001037854
0x57f5,-6.8713,0.001037128
0x7ec0,-6.8826,0.001025474
0x77f5,-6.8833,0.001024757
0x5bc0,-6.8998,0.001007987
0x5fe0,-6.9004,0.001007382
0x4fc1,-6.906,0.001001757
0x4fce,-6.909,0.000998756
0x5fc2,-6.9116,0.000996163
0x7bc0,-6.9118,0.000995963
0x7fe0,-6.9123,0.000995466
0x5ff7,-6.9174,0.000990402
0x6fc1,-6.918,0.000989808
0x4fe7,-6.9192,0.000988621
0x6fce,-6.9209,0.000986941
0x5bf5,-6.9232,0.000984674
0x7fc2,-6.9236,0.00098428
0x5dd4,-6.9248,0.0009831
0x7ff7,-6.9294,0.000978588
0x6fe7,-6.9311,0.000976926
0x7bf5,-6.9351,0.000973026
0x4ee5,-6.9358,0.000972345
0x7dd4,-6.9368,0.000971373
0x6ee5,-6.9478,0.000960746
0x5fc3,-6.9548,0.000954045
0x4be5,-6.965,0.000944363
0x7fc3,-6.9667,0.000942759
0x5ec1,-6.9746,0.00093534
0x57f4,-6.9753,0.000934686
0x6be5,-6.977,0.000933098
0x7ec1,-6.9865,0.000924276
0x77f4,-6.9873,0.000923537
0x4fd7,-6.9953,0.000916178
0x5fd6,-6.9956,0.000915903
0x4bd5,-7.001,0.000910971
0x5bc1,-7.0038,0.000908423
0x5bce,-7.0067,0.000905793
0x6fd7,-7.0072,0.00090534
0x7fd6,-7.0076,0.000904978
0x5df5,-7.0114,0.000901546
0x6bd5,-7.013,0.000900104
0x56e7,-7.0132,0.000899924
0x7bc1,-7.0157,0.000897677
0x7bce,-7.0187,0.000894988
0x7df5,-7.0234,0.000890792
0x76e7,-7.0252,0.00088919
0x5bf4,-7.0271,0.000887502
0x5bef,-7.0325,0.000882722
0x5fe1,-7.0378,0.000878056
0x7bf4,-7.0391,0.000876915
0x4ee4,-7.0398,0.000876302
0x53e7,-7.0425,0.000873939
0x7bef,-7.0445,0.000872193
0x5fd0,-7.049,0.000868277
0x7fe1,-7.0498,0.000867582
0x6ee4,-7.0517,0.000865936
0x73e7,-7.0544,0.000863601
0x52e5,-7.0591,0.000859551
0x7fd0,-7.061,0.00085792
0x5ed7,-7.0638,0.000855521
0x4be4,-7.069,0.000851084
0x5ad5,-7.0696,0.000850573
0x72e5,-7.071,0.000849383
0x7ed7,-7.0758,0.000845316
0x6be4,-7.0809,0.000841016
0x7ad5,-7.0815,0.000840511
0x4fe6,-7.084,0.000838413
0x4dd5,-7.0892,0.000834064
0x5ecf,-7.0938,0.000830236
0x6fe6,-7.0959,0.000828495
0x6dd5,-7.1012,0.000824115
0x4bd4,-7.105,0.00082099
0x7ecf,-7.1057,0.000820415
0x4bcf,-7.1103,0.00081665
0x4ff5,-7.1142,0.000813471
0x5df4,-7.1154,0.000812496
0x6bd4,-7.117,0.000811197
0x6bcf,-7.1223,0.000806909
0x6ff5,-7.1262,0.000803768
0x7df4,-7.1273,0.000802884
0x4ec0,-7.139,0.000793545
0x5fcd,-7.1481,0.000786357
0x6ec0,-7.151,0.00078408
0x5fd1,-7.153,0.000782513
0x47e5,-7.1567,0.000779623
0x5cd5,-7.1578,0.000778766
0x7fcd,-7.1601,0.000776977
0x52e4,-7.163,0.000774727
0x7fd1,-7.1649,0.000773256
0x4bc0,-7.1682,0.000770709
0x67e5,-7.1687,0.000770324
0x7cd5,-7.1697,0.000769554
0x5ad4,-7.1735,0.000766635
0x72e4,-7.175,0.000765486
0x56e6,-7.178,0.000763193
0x4fc2,-7.18,0.000761668
0x6bc0,-7.1802,0.000761516
0x7ad4,-7.1855,0.00075749
0x5ff6,-7.1862,0.00075696
0x76e6,-7.19,0.000754089
0x6fc2,-7.192,0.000752582
0x4dd4,-7.1932,0.00075168
0x5bee,-7.1973,0.000748604
0x7ff6,-7.1981,0.000748006
0x6dd4,-7.2052,0.000742714
0x53e6,-7.2072,0.00074123
0x56f5,-7.2083,0.000740415
0x7bee,-7.2092,0.000739749
0x4ff4,-7.2182,0.000733121
0x73e6,-7.2192,0.000732388
0x76f5,-7.2202,0.000731656
0x4fc3,-7.2232,0.000729464
0x6ff4,-7.2301,0.000724448
0x57c5,-7.2306,0.000724086
0x47c5,-7.2329,0.000722423
0x6fc3,-7.2352,0.000720763
0x5ac0,-7.2367,0.000719683
0x5ee0,-7.2373,0.000719251
0x77c5,-7.2426,0.000715449
0x4ec1,-7.243,0.000715163
0x67c5,-7.2449,0.000713806
0x5ec2,-7.2486,0.000711169
0x7ac0,-7.2487,0.000711098
0x7ee0,-7.2493,0.000710672
0x5ef7,-7.2544,0.000707056
0x6ec1,-7.2549,0.000706703
0x4ee7,-7.2561,0.000705856
0x5ece,-7.2586,0.000704093
0x5af5,-7.2601,0.000703038
0x7ec2,-7.2605,0.000702757
0x47e4,-7.2607,0.000702616
0x5cd4,-7.2618,0.000701844
0x4fd6,-7.264,0.000700301
0x7ef7,-7.2663,0.000698692
0x5be0,-7.2665,0.000698553
0x6ee7,-7.2681,0.000697436
0x7ece,-7.2705,0.000695764
0x7af5,-7.2721,0.000694652
0x4bc1,-7.2722,0.000694582
0x67e4,-7.2727,0.000694235
0x7cd4,-7.2737,0.000693541
0x4bce,-7.2751,0.000692571
0x6fd6,-7.276,0.000691948
0x5bc2,-7.2778,0.000690703
0x5fe2,-7.2779,0.000690634
0x7be0,-7.2785,0.00069022
0x6bc1,-7.2841,0.000686366
0x5eef,-7.2843,0.000686228
0x4be7,-7.2853,0.000685543
0x6bce,-7.2871,0.00068431
0x7bc2,-7.2898,0.000682465
0x7fe2,-7.2898,0.000682465
0x5ec3,-7.2917,0.000681169
0x7eef,-7.2963,0.000678043
0x6be7,-7.2973,0.000677365
0x4ae5,-7.302,0.000674189
0x7ec3,-7.3037,0.000673044
0x56f4,-7.3122,0.000667347
0x6ae5,-7.3139,0.000666214
0x4fd0,-7.3174,0.000663886
0x5bc3,-7.3209,0.000661567
0x76f4,-7.3242,0.000659387
0x6fd0,-7.3294,0.000655967
0x4ed7,-7.3322,0.000654133
0x5ed6,-7.3326,0.000653871
0x7bc3,-7.3329,0.000653675
0x57c4,-7.3346,0.000652565
0x47c4,-7.3369,0.000651066
0x4ad5,-7.338,0.00065035
0x5fed,-7.3387,0.000649895
0x5ac1,-7.3407,0.000648596
0x6ed7,-7.3442,0.00064633
0x7ed6,-7.3445,0.000646136
0x77c4,-7.3466,0.000644781
0x5cf5,-7.3483,0.000643686
0x67c4,-7.3489,0.0006433
0x6ad5,-7.3499,0.000642657
0x7fed,-7.3506,0.000642207
0x7ac1,-7.3527,0.00064086
0x5fe3,-7.3545,0.000639707
0x7cf5,-7.3603,0.000636008
0x4ecf,-7.3622,0.0006348
0x5af4,-7.3641,0.000633595
0x7fe3,-7.3664,0.00063214
0x6ecf,-7.3741,0.000627291
0x5ee1,-7.3748,0.000626852
0x7af4,-7.376,0.0006261
0x52e7,-7.3794,0.000623975
0x5fdf,-7.3856,0.000620118
0x5ed0,-7.3859,0.000619932
0x7ee1,-7.3867,0.000619437
0x72e7,-7.3914,0.000616532
0x7fdf,-7.3975,0.000612783
0x7ed0,-7.3979,0.000612538
0x5be1,-7.404,0.000608813
0x4ae4,-7.4059,0.000607657
0x5ff0,-7.4157,0.000601731
0x7be1,-7.4159,0.000601611
0x4fcd,-7.4165,0.00060125
0x6ae4,-7.4179,0.000600409
0x4ee6,-7.4209,0.00059861
0x4fd1,-7.4214,0.000598311
0x4cd5,-7.4262,0.000595446
0x7ff0,-7.4277,0.000594553
0x6fcd,-7.4285,0.000594078
0x6ee6,-7.4329,0.00059147
0x6fd1,-7.4333,0.000591233
0x6cd5,-7.4382,0.000588343
0x5fcc,-7.44,0.000587285
0x4ad4,-7.4419,0.00058617
0x5eee,-7.4491,0.000581965
0x4be6,-7.4501,0.000581383
0x4ef5,-7.4512,0.000580744
0x7fcc,-7.452,0.00058028
0x5cf4,-7.4523,0.000580106
0x6ad4,-7.4539,0.000579178
0x5acf,-7.4599,0.000575714
0x7eee,-7.4611,0.000575023
0x59d5,-7.4613,0.000574908
0x6be6,-7.4621,0.000574449
0x6ef5,-7.4631,0.000573874
0x7cf4,-7.4643,0.000573186
0x7acf,-7.4719,0.000568846
0x79d5,-7.4733,0.000568051
0x47e7,-7.4771,0.000565896
0x67e7,-7.489,0.000559202
0x5ed1,-7.4899,0.000558699
0x57ef,-7.4903,0.000558475
0x46e5,-7.4937,0.00055658
0x7ed1,-7.5019,0.000552035
0x77ef,-7.5023,0.000551814
0x4ac0,-7.5052,0.000550216
0x66e5,-7.5056,0.000549996
0x5fdd,-7.5082,0.000548568
0x5bcd,-7.5143,0.000545232
0x4ec2,-7.517,0.000543761
0x6ac0,-7.5171,0.000543707
0x7fdd,-7.5201,0.000542078
0x43e5,-7.5229,0.000540563
0x5ef6,-7.5231,0.000540455
0x7bcd,-7.5262,0.000538782
0x4ece,-7.527,0.000538351
0x6ec2,-7.529,0.000537275
0x4cd4,-7.5302,0.000536631
0x63e5,-7.5349,0.000534115
0x7ef6,-7.5351,0.000534008
0x6ece,-7.5389,0.000531982
0x6cd4,-7.5421,0.000530283
0x52e6,-7.5442,0.00052917
0x5dc5,-7.5455,0.000528483
0x4bc2,-7.5462,0.000528113
0x57c7,-7.5509,0.000525637
0x5ff1,-7.5532,0.000524429
0x47c7,-7.5533,0.000524377
0x4ef4,-7.5551,0.000523434
0x72e6,-7.5562,0.000522858
0x7dc5,-7.5575,0.000522179
0x6bc2,-7.5582,0.000521814
0x4ec3,-7.5601,0.000520823
0x77c7,-7.5629,0.000519367
0x7ff1,-7.5651,0.000518226
0x67c7,-7.5652,0.000518174
0x59d4,-7.5653,0.000518122
0x6ef4,-7.5671,0.00051719
0x56c5,-7.5676,0.000516932
0x46c5,-7.5699,0.000515744
0x6ec3,-7.5721,0.000514611
0x5fff,-7.5761,0.000512556
0x79d4,-7.5772,0.000511993
0x76c5,-7.5795,0.000510817
0x66c5,-7.5818,0.000509643
0x7fff,-7.5881,0.000506442
0x4bc3,-7.5894,0.000505784
0x53c5,-7.5968,0.000502055
0x46e4,-7.5977,0.000501604
0x43c5,-7.5991,0.000500902
0x4ed6,-7.601,0.000499951
0x6bc3,-7.6013,0.000499801
0x5ae0,-7.6035,0.000498703
0x73c5,-7.6087,0.000496116
0x4ac1,-7.6091,0.000495918
0x66e4,-7.6096,0.00049567
0x63c5,-7.6111,0.000494927
0x6ed6,-7.6129,0.000494037
0x5ac2,-7.6147,0.000493149
0x5ee2,-7.6148,0.000493099
0x7ae0,-7.6154,0.000492804
0x6ac1,-7.6211,0.000490003
0x4ae7,-7.6223,0.000489415
0x5ace,-7.6247,0.000488242
0x7ac2,-7.6267,0.000487266
0x7ee2,-7.6268,0.000487217
0x43e4,-7.6269,0.000487169
0x5fec,-7.6306,0.00048537
0x6ae7,-7.6343,0.000483577
0x7ace,-7.6367,0.000482418
0x63e4,-7.6388,0.000481406
0x47e6,-7.6419,0.000479916
0x7fec,-7.6425,0.000479628
0x5be2,-7.644,0.000478909
0x5dc4,-7.6495,0.000476282
0x5aef,-7.6505,0.000475806
0x59f5,-7.6518,0.000475188
0x67e6,-7.6538,0.000474239
0x4fdf,-7.654,0.000474144
0x5fde,-7.6543,0.000474002
0x4ed0,-7.6544,0.000473954
0x57ee,-7.6551,0.000473622
0x7be2,-7.656,0.000473196
0x5ac3,-7.6579,0.000472298
0x7dc4,-7.6615,0.000470601
0x7aef,-7.6624,0.000470178
0x79f5,-7.6638,0.00046952
0x6fdf,-7.6659,0.000468535
0x7fde,-7.6663,0.000468348
0x6ed0,-7.6663,0.000468348
0x77ee,-7.6671,0.000467973
0x7ac3,-7.6699,0.000466664
0x56c4,-7.6715,0.000465918
0x47f5,-7.6721,0.000465639
0x46c4,-7.6739,0.000464802
0x59c5,-7.6763,0.000463687
0x76c4,-7.6835,0.000460361
0x67f5,-7.6841,0.000460085
0x66c4,-7.6858,0.000459303
0x79c5,-7.6883,0.000458156
0x7f80,-7.6898,0.00045747
0x5dd7,-7.6909,0.000456967
0x5ee3,-7.6914,0.000456738
0x5ffd,-7.6987,0.000453416
0x53c4,-7.7007,0.00045251
0x7dd7,-7.7029,0.000451516
0x43c4,-7.7031,0.000451426
0x7ee3,-7.7034,0.00045129
0x5bed,-7.7048,0.000450659
0x4fcc,-7.7084,0.000449039
0x7ffd,-7.7107,0.000448008
0x73c4,-7.7127,0.000447113
0x63c4,-7.715,0.000446085
0x57c6,-7.7157,0.000445773
0x7bed,-7.7168,0.000445283
0x47c6,-7.7181,0.000444705
0x6fcc,-7.7204,0.000443683
0x5be3,-7.7206,0.000443594
0x57e0,-7.7244,0.000441912
0x5fca,-7.7256,0.000441382
0x77c6,-7.7277,0.000440456
0x4acf,-7.7283,0.000440192
0x49d5,-7.7297,0.000439576
0x67c6,-7.73,0.000439444
0x7be3,-7.7326,0.000438303
0x4fef,-7.7332,0.00043804
0x5de5,-7.7361,0.000436772
0x77e0,-7.7363,0.000436684
0x7fca,-7.7376,0.000436117
0x6acf,-7.7403,0.000434941
0x5ae1,-7.7409,0.00043468
0x57f7,-7.7414,0.000434463
0x69d5,-7.7417,0.000434333
0x6fef,-7.7452,0.000432815
0x57d5,-7.746,0.000432469
0x53f5,-7.7471,0.000431994
0x7de5,-7.7481,0.000431562
0x47d5,-7.7483,0.000431475
0x5ef0,-7.7527,0.000429581
0x7ae1,-7.7529,0.000429495
0x77f7,-7.7534,0.000429281
0x59f4,-7.7558,0.000428251
0x77d5,-7.7579,0.000427353
0x4ed1,-7.7583,0.000427182
0x73f5,-7.7591,0.000426841
0x67d5,-7.7603,0.000426329
0x7ef0,-7.7646,0.000424499
0x5f80,-7.7655,0.000424118
0x79f4,-7.7678,0.000423143
0x5fcb,-7.7688,0.00042272
0x6ed1,-7.7703,0.000422087
0x47f4,-7.7761,0.000419646
0x4fdd,-7.7766,0.000419436
0x59c4,-7.7803,0.000417887
0x7fcb,-7.7808,0.000417678
0x4bcd,-7.7827,0.000416885
0x4ae6,-7.7871,0.000415055
0x67f4,-7.788,0.000414681
0x6fdd,-7.7886,0.000414433
0x79c4,-7.7923,0.000412902
0x7f81,-7.7938,0.000412283
0x6bcd,-7.7947,0.000411912
0x58d5,-7.7982,0.000410473
0x6ae6,-7.799,0.000410145
0x5fdc,-7.8001,0.000409694
0x5bcc,-7.8062,0.000407202
0x78d5,-7.8102,0.000405577
0x7fdc,-7.812,0.000404848
0x4dc5,-7.814,0.000404039
0x46e7,-7.814,0.000404039
0x5aee,-7.8153,0.000403514
0x7bcc,-7.8181,0.000402385
0x6dc5,-7.8259,0.000399259
0x66e7,-7.826,0.000399219
0x7aee,-7.8272,0.00039874
0x49d4,-7.8337,0.000396157
0x55f5,-7.8354,0.000395484
0x5de4,-7.8401,0.00039363
0x43e7,-7.8432,0.000392411
0x5ffe,-7.8449,0.000391745
0x69d4,-7.8456,0.000391471
0x75f5,-7.8473,0.000390806
0x57d4,-7.8499,0.000389791
0x53f4,-7.8511,0.000389323
0x7de4,-7.852,0.000388973
0x47d4,-7.8523,0.000388857
0x63e7,-7.8552,0.000387731
0x53ef,-7.8565,0.000387227
0x7ffe,-7.8569,0.000387072
0x42e5,-7.8598,0.000385951
0x57e1,-7.8618,0.00038518
0x77d4,-7.8619,0.000385141
0x73f4,-7.8631,0.00038468
0x67d4,-7.8642,0.000384257
0x59e5,-7.8669,0.000383221
0x73ef,-7.8684,0.000382646
0x5f81,-7.8695,0.000382225
0x62e5,-7.8718,0.000381347
0x77e1,-7.8738,0.000380585
0x79e5,-7.8789,0.000378649
0x5df7,-7.8815,0.000377666
0x5cc5,-7.8825,0.000377289
0x4ac2,-7.8831,0.000377062
0x56c7,-7.8879,0.000375257
0x5ef1,-7.8901,0.000374432
0x46c7,-7.8902,0.000374395
0x4ace,-7.8931,0.000373311
0x7df7,-7.8934,0.000373199
0x7cc5,-7.8945,0.000372788
0x6ac2,-7.8951,0.000372565
0x4fee,-7.898,0.000371486
0x76c7,-7.8999,0.000370781
0x7ef1,-7.9021,0.000369966
0x66c7,-7.9022,0.000369929
0x58d4,-7.9022,0.000369929
0x6ace,-7.9051,0.000368858
0x6fee,-7.91,0.000367055
0x78d4,-7.9142,0.000365516
0x53c7,-7.9171,0.000364458
0x4dc4,-7.9179,0.000364166
0x43c7,-7.9194,0.00036362
0x4fde,-7.9227,0.000362422
0x5bd0,-7.9248,0.000361662
0x4ac3,-7.9263,0.00036112
0x73c7,-7.9291,0.00036011
0x6dc4,-7.9299,0.000359822
0x63c7,-7.9314,0.000359283
0x52c5,-7.9337,0.000358458
0x6fde,-7.9347,0.000358099
0x42c5,-7.936,0.000357634
0x7bd0,-7.9368,0.000357348
0x6ac3,-7.9383,0.000356813
0x55f4,-7.9393,0.000356456
0x49c5,-7.9447,0.000354536
0x72c5,-7.9457,0.000354182
0x62c5,-7.948,0.000353368
0x75f4,-7.9513,0.000352204
0x69c5,-7.9567,0.000350307
0x6f80,-7.9582,0.000349782
0x4dd7,-7.9593,0.000349398
0x5dd6,-7.9597,0.000349258
0x5edf,-7.9618,0.000348525
0x42e4,-7.9638,0.000347829
0x59e4,-7.9709,0.000345368
0x6dd7,-7.9713,0.00034523
0x7dd6,-7.9716,0.000345126
0x7edf,-7.9738,0.000344368
0x62e4,-7.9758,0.00034368
0x7fa0,-7.9786,0.000342719
0x46e6,-7.9788,0.00034265
0x5ae2,-7.981,0.000341897
0x79e4,-7.9828,0.000341282
0x4ff7,-7.9843,0.000340771
0x5cc4,-7.9865,0.000340022
0x58f5,-7.9888,0.000339241
0x4bf5,-7.99,0.000338834
0x5ffc,-7.9906,0.000338631
0x66e6,-7.9908,0.000338563
0x7ae2,-7.9929,0.000337853
0x4fca,-7.9941,0.000337448
0x6ff7,-7.9962,0.00033674
0x5bec,-7.9967,0.000336571
0x7cc4,-7.9984,0.000336
0x78f5,-8.0008,0.000335194
0x6bf5,-8.002,0.000334792
0x7ffc,-8.0026,0.000334592
0x6fca,-8.006,0.000333456
0x43e6,-8.008,0.00033279
0x7bec,-8.0087,0.000332557
0x46f5,-8.009,0.000332457
0x57f6,-8.0102,0.000332058
0x5dd0,-8.013,0.00033113
0x58c5,-8.0133,0.000331031
0x5fd3,-8.0145,0.000330634
0x63e6,-8.02,0.00032882
0x66f5,-8.021,0.000328491
0x53ee,-8.0213,0.000328393
0x77f6,-8.0221,0.00032813
0x7dd0,-8.025,0.00032718
0x78c5,-8.0253,0.000327082
0x7fd3,-8.0265,0.00032669
0x7e80,-8.0267,0.000326624
0x5cd7,-8.0278,0.000326265
0x5bd1,-8.0288,0.000325939
0x73ee,-8.0332,0.000324508
0x4f80,-8.0339,0.000324281
0x4fcb,-8.0372,0.000323213
0x52c4,-8.0377,0.000323051
0x7cd7,-8.0398,0.000322373
0x42c4,-8.04,0.000322309
0x7bd1,-8.0408,0.000322051
0x49c4,-8.0487,0.000319517
0x6fcb,-8.0492,0.000319357
0x72c4,-8.0497,0.000319198
0x5fa0,-8.0498,0.000319166
0x5ecd,-8.0503,0.000319006
0x62c4,-8.052,0.000318464
0x56c6,-8.0527,0.000318242
0x46c6,-8.055,0.00031751
0x7b80,-8.0559,0.000317225
0x5f4f,-8.0574,0.000316749
0x5ae3,-8.0576,0.000316686
0x69c4,-8.0607,0.000315706
0x56e0,-8.0613,0.000315516
0x6f81,-8.0622,0.000315233
0x7ecd,-8.0623,0.000315201
0x76c6,-8.0646,0.000314477
0x48d5,-8.0666,0.000313849
0x66c6,-8.067,0.000313723
0x7f82,-8.0678,0.000313472
0x4fdc,-8.0685,0.000313253
0x7f4f,-8.0694,0.000312971
0x7ae3,-8.0696,0.000312908
0x5ce5,-8.0731,0.000311815
0x76e0,-8.0733,0.000311753
0x4bcc,-8.0746,0.000311348
0x5fd2,-8.0753,0.00031113
0x4df5,-8.0783,0.000310198
0x56f7,-8.0783,0.000310198
0x68d5,-8.0786,0.000310105
0x6fdc,-8.0804,0.000309547
0x53c6,-8.0819,0.000309083
0x56d5,-8.0829,0.000308774
0x52f5,-8.0841,0.000308404
0x43c6,-8.0842,0.000308373
0x7ce5,-8.085,0.000308127
0x46d5,-8.0852,0.000308065
0x5bd7,-8.0856,0.000307942
0x6bcc,-8.0865,0.000307665
0x7fd2,-8.0873,0.000307419
0x6df5,-8.0902,0.000306528
0x76f7,-8.0903,0.000306498
0x53e0,-8.0905,0.000306437
0x5bca,-8.0918,0.000306038
0x5fea,-8.0919,0.000306008
0x58f4,-8.0928,0.000305733
0x73c6,-8.0939,0.000305396
0x4bf4,-8.094,0.000305366
0x76d5,-8.0949,0.000305091
0x72f5,-8.0961,0.000304725
0x63c6,-8.0962,0.000304695
0x66d5,-8.0972,0.00030439
0x7bd7,-8.0975,0.000304299
0x4bef,-8.0994,0.000303721
0x57e2,-8.1018,0.000302993
0x5e80,-8.1024,0.000302812
0x73e0,-8.1025,0.000302781
0x7bca,-8.1038,0.000302388
0x7fea,-8.1038,0.000302388
0x78f4,-8.1047,0.000302116
0x6bf4,-8.106,0.000301723
0x56ef,-8.1083,0.00030103
0x7f83,-8.1109,0.000300249
0x6bef,-8.1113,0.000300128
0x46f4,-8.113,0.000299619
0x77e2,-8.1138,0.000299379
0x7fa1,-8.116,0.000298721
0x5dd1,-8.117,0.000298423
0x58c4,-8.1173,0.000298333
0x76ef,-8.1203,0.000297439
0x66f4,-8.125,0.000296045
0x7dd1,-8.129,0.000294863
0x78c4,-8.1292,0.000294804
0x7e81,-8.1307,0.000294362
0x5b80,-8.1317,0.000294068
0x5bcb,-8.135,0.000293099
